City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,sofia,42.6975,23.3242,11.8,80,0,0.51,BG,1699900701
288,reggane,26.7158,0.1714,26.11,15,6,4.41,DZ,1699900834
289,kavaratti,10.5669,72.642,27.68,71,95,1.31,IN,1699900834
290,magong,23.5654,119.5863,21.67,76,100,12.38,TW,1699900835
291,san patricio,28.017,-97.5169,17.13,93,100,5.98,US,1699900835
292,port macquarie,-31.4333,152.9167,16.61,87,1,2.03,AU,1699900835
293,magadan,59.5667,150.8,-16.71,75,89,5.37,RU,1699900835
294,oltinko'l,40.8011,72.1634,10.61,49,7,0.87,UZ,1699900835
295,weinan,34.5036,109.5089,5.71,54,6,0.86,CN,1699900836
296,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-8.02,89,100,4.5,RU,1699900836
297,iguape,-24.7081,-47.5553,28.59,71,12,5.71,BR,1699900836
298,yarmouth,41.7057,-70.2286,7.79,70,40,3.09,US,1699900836
299,harstad,68.799,16.5293,-2.44,69,2,8.05,NO,1699900836
300,saint-philippe,-21.3585,55.7679,22.77,85,75,2.59,RE,1699900837
301,la ronge,55.1001,-105.2842,-0.86,80,100,2.06,CA,1699900837
302,antofagasta,-23.65,-70.4,18.6,65,14,5.79,CL,1699900837
303,nawabshah,26.2483,68.4096,23.02,20,100,0.82,PK,1699900549
304,verkhniy ufaley,56.0567,60.2306,2.42,81,100,2.16,RU,1699900837
305,yuzhno-kurilsk,44.0306,145.8556,2.43,80,100,5.13,RU,1699900837
306,paracuru,-3.41,-39.0306,27.84,64,16,6.51,BR,1699900838
307,urangan,-25.3,152.9,22.1,71,0,2.63,AU,1699900749
308,hami,42.8,93.45,2.67,32,100,3.31,CN,1699900838
309,strezhevoy,60.7333,77.5889,-10.02,93,6,3.13,RU,1699900838
310,san luis de la loma,17.2706,-100.8939,30.34,69,6,3.37,MX,1699900838
311,fukura,34.25,134.7167,10.27,87,20,3.6,JP,1699900838
312,punta del este,-34.9667,-54.95,17.06,56,75,4.63,UY,1699900838
313,chibougamau,49.9168,-74.3659,-3.21,74,100,5.14,CA,1699900839
314,kushiro,42.975,144.3747,0.25,75,7,3.03,JP,1699900652
315,alice springs,-23.7,133.8833,23.75,53,25,2.57,AU,1699900839
316,ust'-ilimsk,58.0006,102.6619,-3.09,95,100,3.8,RU,1699900839
317,aykhal,66.0,111.5,-10.12,94,100,4.76,RU,1699900839
318,miyako,39.6367,141.9525,4.67,78,25,1.99,JP,1699900839
319,alaghsas,17.0187,8.0168,28.94,10,0,4.12,NE,1699900839
320,saint augustine beach,29.8505,-81.2654,22.23,88,100,9.26,US,1699900840
321,viqueque,-8.8673,126.3658,24.34,90,3,0.91,TL,1699900840
322,papar,5.7333,115.9333,26.0,88,92,2.02,MY,1699900840
323,egersund,58.4513,5.9997,6.16,75,100,14.05,NO,1699900840
324,mazyr,52.0495,29.2456,3.7,82,55,4.62,BY,1699900840
325,susanville,40.4163,-120.653,12.73,42,0,1.79,US,1699900840
326,morant bay,17.8815,-76.4093,34.28,70,11,5.64,JM,1699900840
327,klyuchi,52.2667,79.1667,4.45,89,100,5.12,RU,1699900841
328,tamanrasset,22.785,5.5228,22.95,13,0,2.06,DZ,1699900832
329,koesan,36.8108,127.7947,-0.45,80,99,0.41,KR,1699900702
330,nemencine,54.85,25.4833,3.52,80,90,4.98,LT,1699900841
331,chikwawa,-16.0335,34.8009,28.51,56,19,4.57,MW,1699900841
332,mallapuram,11.9667,78.25,21.59,90,100,1.82,IN,1699900841
333,yorkton,51.2167,-102.4677,0.91,75,75,4.63,CA,1699900841
334,pacific grove,36.6177,-121.9166,16.33,83,100,2.06,US,1699900841
335,uacu cungo,-11.3634,15.1208,17.98,97,96,1.71,AO,1699900842
336,robore,-18.3333,-59.75,40.05,35,20,9.77,BO,1699900842
337,murray bridge,-35.1167,139.2667,13.4,93,100,3.28,AU,1699900842
338,hell-ville,-13.4,48.2667,27.64,75,11,1.06,MG,1699900842
339,taroa,8.7058,171.2275,27.19,84,100,7.65,MH,1699900842
340,yurimaguas,-5.9,-76.0833,35.09,49,20,2.57,PE,1699900842
341,dakhla,23.6848,-15.958,23.01,56,83,4.63,EH,1699900842
342,santa clara de valladares,19.6382,-102.4904,27.13,51,34,1.84,MX,1699900843
343,xilin hot,43.9667,116.0333,-11.66,81,6,2.82,CN,1699900843
344,sanctuary point,-35.1114,150.629,17.4,93,97,1.44,AU,1699900843
345,mweka,-4.85,21.5667,20.95,88,100,0.47,CD,1699900843
346,kolonia,50.9333,6.95,13.87,73,0,6.17,DE,1699900793
347,brookings,44.3114,-96.7984,15.21,41,0,6.17,US,1699900749
348,chimore,-16.9833,-65.1333,37.89,32,83,2.02,BO,1699900843
349,nysa,50.4738,17.3344,8.08,86,100,3.45,PL,1699900843
350,gorontalo,0.5412,123.0595,23.9,93,97,1.21,ID,1699900844
351,makurazaki,31.2667,130.3167,10.08,61,0,2.45,JP,1699900844
352,yasuj,30.6682,51.588,12.75,33,0,4.12,IR,1699900832
353,heihe,50.2441,127.4902,-9.68,85,16,2.17,CN,1699900844
354,antonio enes,-16.2325,39.9086,26.05,76,93,3.09,MZ,1699900844
355,kudahuvadhoo,2.6708,72.8944,27.05,78,100,1.19,MV,1699900844
356,guiuan,11.0333,125.7247,28.23,80,100,5.35,PH,1699900844
357,nemuro,43.3236,145.575,3.24,63,14,7.49,JP,1699900844
358,kailua-kona,19.6406,-155.9956,25.98,75,0,0.0,US,1699900845
359,iconha,-20.7931,-40.8111,31.92,57,25,3.74,BR,1699900845
360,key west,24.5557,-81.7826,28.89,76,40,6.17,US,1699900845
361,mead,47.7674,-117.3549,7.29,90,100,0.0,US,1699900845
362,molochnoye,59.2917,39.6787,2.96,88,100,0.89,RU,1699900845
363,colinas,-6.0258,-44.2492,38.54,22,5,1.93,BR,1699900796
364,malvan,16.0667,73.4667,26.67,62,100,2.62,IN,1699900845
365,chandbali,20.7833,86.7667,22.28,70,100,2.75,IN,1699900845
366,kerman,30.2832,57.0788,12.92,30,0,1.03,IR,1699900846
367,hede,33.7681,120.2517,3.52,70,6,1.86,CN,1699900846
368,metlili chaamba,32.2667,3.6333,21.52,30,0,2.06,DZ,1699900846
369,daru,-9.0763,143.2092,24.41,81,50,3.55,PG,1699900846
370,polyarnyy,69.1989,33.4478,-7.4,93,100,0.91,RU,1699900846
371,alavus,62.5833,23.6167,-3.56,92,100,2.8,FI,1699900847
372,pemba,-12.974,40.5178,27.39,83,40,4.63,MZ,1699900847
373,mar del plata,-38.0023,-57.5575,22.13,54,0,7.6,AR,1699900661
374,miri,4.4148,114.0089,26.08,94,40,2.57,MY,1699900701
375,murun-kuren,49.6342,100.1625,-6.43,64,99,1.36,MN,1699900847
376,solhan,38.9634,41.0293,10.92,78,100,1.29,TR,1699900847
377,ancud,-41.8697,-73.8203,10.24,55,77,7.57,CL,1699900847
378,hithadhoo,-0.6,73.0833,27.59,80,52,4.52,MV,1699900847
379,camocim,-2.9022,-40.8411,29.97,64,100,8.27,BR,1699900634
380,palikir - national government center,6.9248,158.1611,26.01,81,100,2.94,FM,1699900848
381,sabang,5.8933,95.3214,27.28,80,100,6.33,ID,1699900848
382,azul,-36.777,-59.8585,21.56,31,87,2.93,AR,1699900848
383,egilsstadir,65.2653,-14.3948,1.95,93,75,3.6,IS,1699900848
384,ogulin,45.2661,15.2286,8.67,90,100,1.94,HR,1699900848
385,midvagur,62.0511,-7.1939,7.46,76,100,7.72,FO,1699900848
386,kingscliff,-28.2667,153.5667,20.96,77,100,2.57,AU,1699900848
387,grand rapids,42.9634,-85.6681,15.06,42,20,8.23,US,1699900774
388,koster,-25.863,26.8976,21.56,35,6,3.4,ZA,1699900849
389,jiamusi,46.8333,130.35,-14.3,95,16,3.38,CN,1699900849
390,tafuna,-14.3358,-170.72,26.97,94,40,0.0,AS,1699900849
391,dadukou,26.5479,101.7054,13.9,84,0,0.63,CN,1699900849
392,vila velha,-20.3297,-40.2925,30.97,76,0,9.26,BR,1699900849
393,de queen,34.0379,-94.3413,18.92,42,0,2.57,US,1699900849
394,markovo,57.3206,107.0881,-4.74,95,100,3.14,RU,1699900850
395,lander,42.833,-108.7307,8.95,33,0,2.06,US,1699900606
396,esmeraldas,-19.7625,-44.3139,37.63,21,29,1.65,BR,1699900850
397,petropavlivka,48.4564,36.4367,7.31,69,100,2.2,UA,1699900638
398,skowhegan,44.7651,-69.7192,4.76,59,5,2.06,US,1699900850
399,nowshahr,36.649,51.496,14.97,88,0,0.0,IR,1699900850
400,hailin,44.5833,129.4167,-17.63,98,25,1.15,CN,1699900850
401,mpulungu,-8.7623,31.1141,23.64,85,100,0.57,ZM,1699900850
402,mangai,-4.05,19.5333,23.69,85,87,0.62,CD,1699900851
403,hotan,37.0997,79.9269,6.63,24,100,1.91,CN,1699900851
404,lincoln city,44.9582,-124.0179,10.63,94,96,0.89,US,1699900851
405,kapuskasing,49.4169,-82.4331,2.05,93,100,6.69,CA,1699900851
406,sur,22.5667,59.5289,25.38,52,15,1.79,OM,1699900851
407,mulayjah,27.271,48.4242,25.12,59,0,2.82,SA,1699900851
408,salym,60.0625,71.4789,-7.01,95,100,1.49,RU,1699900851
409,chonchi,-42.6128,-73.8092,11.56,48,16,4.88,CL,1699900852
410,senador jose porfirio,-2.5908,-51.9542,35.36,35,92,0.55,BR,1699900852
411,poyang,28.9924,116.6675,8.56,61,85,2.27,CN,1699900852
412,mishelevka,52.8575,103.1719,-7.1,90,100,0.54,RU,1699900852
413,veraval,20.9,70.3667,26.27,33,100,3.54,IN,1699900852
414,puerto aysen,-45.4,-72.7,5.98,94,100,4.74,CL,1699900852
415,olinda,-8.0089,-34.8553,28.85,65,20,4.63,BR,1699900686
416,callao,-12.0667,-77.15,22.16,73,75,4.63,PE,1699900806
417,arkhangel'sk,64.5401,40.5433,-3.26,91,100,4.08,RU,1699900853
418,kayangel,8.0823,134.7173,28.95,78,100,7.23,PW,1699900853
419,paimio,60.4567,22.6869,0.21,92,100,1.79,FI,1699900853
420,hilo,19.7297,-155.09,24.79,90,20,1.54,US,1699900742
421,ixtapa,20.7,-105.2,30.68,74,40,3.09,MX,1699900720
422,ocana,8.2377,-73.356,24.75,74,100,0.97,CO,1699900797
423,yeppoon,-23.1333,150.7333,18.88,82,0,2.68,AU,1699900853
424,utrik,11.2278,169.8474,28.03,83,24,8.81,MH,1699900853
425,isla mujeres,21.2311,-86.731,25.09,84,91,6.98,MX,1699900854
426,nizhneangarsk,55.7833,109.55,-6.67,76,78,0.45,RU,1699900854
427,muli,2.9167,73.5667,27.22,77,100,1.02,MV,1699900854
428,sinop,41.7711,34.8709,12.71,89,100,2.16,TR,1699900854
429,kenora,49.8167,-94.4337,3.54,70,40,3.09,CA,1699900854
430,lucaya,26.5333,-78.6667,26.96,74,75,5.14,BS,1699900854
431,seshcha,53.7361,33.3387,3.66,96,100,6.92,RU,1699900854
432,punta de bombon,-17.1717,-71.7931,20.48,75,41,4.23,PE,1699900854
433,velikiy ustyug,60.7644,46.3106,2.44,98,100,4.92,RU,1699900855
434,kerikeri,-35.2268,173.9474,14.39,91,32,1.96,NZ,1699900855
435,noumea,-22.2763,166.4572,22.78,99,71,4.03,NC,1699900811
436,murashi,59.3999,48.9615,3.86,94,100,4.15,RU,1699900855
437,aasiaat,68.7098,-52.8699,-11.34,87,100,1.43,GL,1699900855
438,dudinka,69.4058,86.1778,-9.07,96,100,4.02,RU,1699900855
439,camabatela,-8.1881,15.375,18.19,93,100,0.9,AO,1699900857
440,gotsucho,35.0,132.2167,8.04,72,21,2.74,JP,1699900857
441,merizo village,13.2658,144.6691,28.31,87,87,7.12,GU,1699900857
442,noosa heads,-26.3833,153.15,21.73,84,13,1.35,AU,1699900857
443,khovd,48.0056,91.6419,-4.73,93,100,0.38,MN,1699900857
444,padang,-0.9492,100.3543,25.03,91,100,1.11,ID,1699900858
445,nueve de julio,-35.4444,-60.8831,20.54,40,100,0.89,AR,1699900858
446,bria,6.5423,21.9863,23.3,88,100,1.08,CF,1699900858
447,debar,41.525,20.5275,5.97,93,1,1.31,MK,1699900858
448,fortaleza,-3.7227,-38.5247,32.82,61,20,8.23,BR,1699900644
449,gisborne,-38.6533,178.0042,13.05,52,100,4.76,NZ,1699900859
450,mankachar,25.5333,89.8667,21.27,79,5,2.08,IN,1699900859
451,itoman,26.1247,127.6694,19.01,55,81,3.6,JP,1699900859
452,basavana bagevadi,16.5833,75.9667,23.47,63,100,3.03,IN,1699900859
453,nova sintra,14.8667,-24.7167,23.92,71,27,5.76,CV,1699900859
454,tolanaro,-25.0319,46.9987,21.69,88,0,2.13,MG,1699900860
455,sukhodol,53.9006,51.2117,6.1,94,100,6.98,RU,1699900860
456,yatou,37.15,122.3833,3.26,66,66,3.76,CN,1699900860
457,malanville,11.8685,3.3899,29.26,15,51,3.35,BJ,1699900860
458,caister-on-sea,52.6481,1.7265,12.43,73,88,15.04,GB,1699900860
459,bata,1.8639,9.7658,25.88,87,100,0.42,GQ,1699900860
460,tres arroyos,-38.3739,-60.2798,23.49,18,100,4.66,AR,1699900860
461,huarmey,-10.0681,-78.1522,23.34,69,97,5.32,PE,1699900861
462,contamana,-7.3333,-75.0167,38.77,30,64,2.06,PE,1699900861
463,mersa matruh,31.3525,27.2453,21.85,67,0,3.43,EG,1699900861
464,sao raimundo nonato,-9.0153,-42.6994,37.15,17,0,4.35,BR,1699900861
465,sarichioi,44.95,28.85,4.12,75,0,1.03,RO,1699900861
466,ust'-kulom,61.6864,53.6902,0.94,98,100,4.44,RU,1699900861
467,vernal,40.4555,-109.5287,9.25,26,0,2.06,US,1699900821
468,conde,-7.2597,-34.9075,29.7,66,75,5.14,BR,1699900862
469,rawson,-43.3002,-65.1023,21.13,22,100,8.95,AR,1699900862
470,alo,7.4178,6.7371,27.86,73,100,1.37,NG,1699900862
471,isangel,-19.55,169.2667,19.06,94,75,1.03,VU,1699900862
472,la passe,45.5549,-0.8967,18.13,91,100,8.53,FR,1699900863
473,pointe-noire,-4.7761,11.8635,26.26,85,52,0.56,CG,1699900863
474,jawf al maqbabah,13.8378,45.8349,23.42,58,75,2.08,YE,1699900863
475,ciudad lazaro cardenas,17.9583,-102.2,30.34,63,25,2.5,MX,1699900717
476,boyolangu,-8.1181,111.8935,24.51,92,100,0.65,ID,1699900605
477,mogocha,53.7333,119.7667,-10.21,72,100,0.87,RU,1699900863
478,saint-joseph,-21.3667,55.6167,22.21,84,63,2.86,RE,1699900864
479,cururupu,-1.8283,-44.8683,30.85,53,53,3.25,BR,1699900864
480,pointe aux piments,-20.0628,57.5131,24.31,73,4,3.11,MU,1699900864
481,nanganga,-10.3833,39.15,24.14,95,68,2.17,TZ,1699900864
482,remire-montjoly,4.9167,-52.2667,33.02,55,20,5.14,GF,1699900864
483,simiti,7.9579,-73.9436,32.55,64,100,0.91,CO,1699900864
484,argostolion,38.1811,20.489,19.04,56,20,5.66,GR,1699900865
485,nouadhibou,20.931,-17.0347,23.99,53,61,6.17,MR,1699900865
486,victorica,-36.2151,-65.4359,23.12,21,0,5.13,AR,1699900865
487,norfolk,42.1668,-71.2495,8.27,46,0,2.06,US,1699900727
488,st. john's,47.5649,-52.7093,0.54,79,100,5.14,CA,1699900663
489,kuala terengganu,5.3302,103.1408,25.97,94,20,1.54,MY,1699900865
490,adrar,20.5022,-10.0711,27.65,11,6,4.38,MR,1699900866
491,nesebar,42.7833,27.7333,5.49,62,0,1.68,BG,1699900866
492,baruun-urt,46.6806,113.2792,-11.29,82,98,4.97,MN,1699900866
493,jinjing,24.575,118.5972,17.34,66,47,9.68,CN,1699900867
494,st. paul,44.9444,-93.0933,13.14,45,0,5.14,US,1699900810
495,ascension,30.2169,-90.9001,17.26,95,100,1.54,US,1699900867
496,benguela,-12.5763,13.4055,26.52,78,97,2.38,AO,1699900867
497,barth,54.3635,12.7249,5.59,91,100,9.76,DE,1699900867
498,manzanillo,20.3433,-77.1167,32.14,55,24,4.93,CU,1699900867
499,belem de sao francisco,-8.7539,-38.9658,37.34,12,2,4.11,BR,1699900868
500,mirny,62.5353,113.9611,-10.98,92,99,1.79,RU,1699900868
501,port saint john's,-31.6229,29.5448,17.27,84,100,4.7,ZA,1699900868
502,bacalar,18.6667,-88.3833,30.06,79,75,0.0,MX,1699900868
503,urzhar,47.093,81.6294,0.47,83,50,1.83,KZ,1699900868
504,qusmuryn,52.4503,64.6311,4.86,80,100,6.3,KZ,1699900868
505,butia,-30.1197,-51.9622,19.27,97,100,1.09,BR,1699900869
506,kalas,18.1667,74.8,23.14,55,59,2.69,IN,1699900869
507,tuy hoa,13.0833,109.3,25.31,92,99,4.37,VN,1699900869
508,yanykurgan,43.915,67.2481,5.52,56,0,2.04,KZ,1699900869
509,am timan,11.0297,20.2827,28.02,57,100,2.03,TD,1699900870
510,fomboni,-12.28,43.7425,27.46,83,78,5.27,KM,1699900870
511,new ulm,44.3125,-94.4605,14.68,34,0,0.0,US,1699900870
512,khorixas,-20.3667,14.9667,26.88,28,92,5.72,NA,1699900870
513,vallegrande,-18.4897,-64.1069,27.33,36,59,6.43,BO,1699900870
514,cidade velha,14.9167,-23.6167,30.26,39,0,6.69,CV,1699900871
515,haiku-pauwela,20.9219,-156.3051,26.13,66,20,6.17,US,1699900871
516,nadym,65.5333,72.5167,-17.0,98,11,2.83,RU,1699900871
517,krasnyy chikoy,50.3643,108.7512,-13.75,96,26,0.93,RU,1699900871
518,hassi messaoud,31.6804,6.0729,23.92,33,0,1.54,DZ,1699900871
519,iowa park,33.9515,-98.6687,20.53,38,0,2.57,US,1699900871
520,onega,63.9061,38.1404,-3.21,92,100,4.2,RU,1699900872
521,sisimiut,66.9395,-53.6735,-7.41,76,100,5.08,GL,1699900872
522,salinopolis,-0.6136,-47.3561,29.43,66,64,4.57,BR,1699900596
523,ivankiv,50.9386,29.8943,4.01,84,55,4.06,UA,1699900872
524,mahdia,35.5047,11.0622,20.97,70,0,4.46,TN,1699900872
525,kamwenge,0.1866,30.4539,16.89,98,84,0.2,UG,1699900872
526,cidreira,-30.1811,-50.2056,20.56,97,100,3.03,BR,1699900873
527,conroe,30.3119,-95.456,16.76,94,100,2.06,US,1699900873
528,ujae,8.9322,165.7642,28.02,83,100,8.97,MH,1699900873
529,los alamos,35.8881,-106.307,12.76,37,0,3.6,US,1699900766
530,batang,-6.4846,110.7083,27.22,79,84,2.22,ID,1699900802
531,floro,61.5996,5.0328,5.54,70,0,4.12,NO,1699900873
532,pandan,14.0453,124.1694,27.74,78,100,7.31,PH,1699900874
533,east ballina,-28.8667,153.5833,18.22,82,60,1.13,AU,1699900874
534,champerico,14.3,-91.9167,35.3,74,21,2.91,GT,1699900874
535,geraldton,-28.7667,114.6,21.23,83,100,3.6,AU,1699900658
536,prince george,53.9166,-122.753,1.25,97,100,3.6,CA,1699900630
537,t'ongch'on-up,38.9539,127.8917,1.64,58,33,4.8,KP,1699900875
538,bandar abbas,27.1865,56.2808,20.99,64,0,2.06,IR,1699900875
539,waddan,29.1614,16.139,20.75,48,25,4.61,LY,1699900875
540,north ward,-19.2454,146.8075,21.95,73,0,3.09,AU,1699900875
541,westport,41.1415,-73.3579,9.6,58,0,3.6,US,1699900876
542,zuni pueblo,35.0725,-108.8506,14.35,22,5,5.72,US,1699900876
543,zarah sharan,33.1467,68.7917,6.45,27,0,1.29,AF,1699900876
544,qamdo,31.1667,97.2333,-5.11,49,0,1.7,CN,1699900876
545,mount pearl,47.5166,-52.7813,0.08,79,100,5.14,CA,1699900876
546,smithers,54.7804,-127.1743,-0.82,100,75,0.0,CA,1699900876
547,clodomira,-27.5744,-64.1311,28.05,26,89,2.33,AR,1699900876
548,sitia,35.2,26.0986,20.55,78,8,9.46,GR,1699900603
549,shihezi,44.3,86.0333,4.84,72,100,5.13,CN,1699900877
550,sault ste. marie,46.5168,-84.3333,6.31,79,100,13.38,CA,1699900761
551,pakruojis,55.9667,23.8667,4.44,82,71,5.6,LT,1699900877
552,ghadamis,30.1337,9.5007,20.56,36,50,3.99,LY,1699900877
553,chernyshevskiy,63.0128,112.4714,-13.74,99,100,1.98,RU,1699900877
554,porto novo,6.4965,2.6036,25.9,85,5,2.6,BJ,1699900877
555,nabire,-3.3667,135.4833,23.94,91,99,2.19,ID,1699900878
556,choyr,46.3611,108.3611,-13.1,75,11,0.72,MN,1699900878
557,tindouf,27.6711,-8.1474,28.25,21,40,4.12,DZ,1699900878
558,malkerns,-26.5667,31.1833,15.9,97,100,1.2,SZ,1699900878
559,east london,-33.0153,27.9116,14.52,100,100,2.06,ZA,1699900878
560,boundiali,9.5217,-6.4869,27.46,34,6,1.5,CI,1699900880
561,mejit,10.2753,170.8646,28.07,82,100,8.91,MH,1699900880
562,bubaque,11.2833,-15.8333,28.73,69,8,4.29,GW,1699900881
563,launceston,-41.45,147.1667,9.33,81,100,2.57,AU,1699900881
564,okha,53.5739,142.9478,-6.53,84,100,4.46,RU,1699900881
565,mont-laurier,46.5501,-75.4993,-2.21,91,100,3.14,CA,1699900881
566,mutoko,-17.397,32.2268,23.51,37,20,5.42,ZW,1699900881
567,shimanovsk,52.0,127.7,-11.25,90,18,1.8,RU,1699900882
568,staryya darohi,53.0402,28.267,4.92,78,100,4.69,BY,1699900882
569,cosenza,39.31,16.2502,15.51,63,0,4.12,IT,1699900882
570,auki,-8.7676,160.7034,24.48,87,38,1.88,SB,1699900883
571,kruisfontein,-34.0033,24.7314,14.85,76,99,4.74,ZA,1699900883
572,motueka,-41.1333,173.0167,16.72,82,82,1.03,NZ,1699900883
573,isyangulovo,52.1909,52.1909,4.26,88,100,7.7,RU,1699900883
574,mangilao village,13.4476,144.8011,28.15,82,0,5.14,GU,1699900883
575,gao,16.6362,1.637,27.28,10,0,5.53,ML,1699900884
